-122.605732695341, 44.6318093902255, 1120.56
-122.607654608516, 44.5081360658426, 920.675
-122.644871533099, 44.5634517709303, 804.025
-122.675136548414, 44.3224012186785, 754.685
-122.607560429985, 44.7356949827072, 686.346
-122.863334970093, 44.3990786797959, 647.682
-122.632515986787, 44.6734085993361, 636.612
-122.615064943141, 44.3824389961516, 632.039
-122.660174603767, 44.4467491248307, 593.384
-122.92074887801, 44.4224641811337, 516.938
-122.673191801384, 44.6266375966604, 511.872
-122.671584680716, 44.5148818835362, 502.285
-122.727605275014, 44.672509156977, 462.964
-122.713304106121, 44.3599529371729, 434.771
-122.934127964325, 44.3282475940129, 430.923
-122.901755809967, 44.4674362990912, 430.211
-122.800924950165, 44.4015521462835, 433.473
-122.870003926796, 44.3275730122436, 434.106
-122.969040535898, 44.5099349505609, 421.798
-122.73007488566, 44.4400033071371, 418.719
