EDX cell sector AFP compatibility matrix
   37   13.00    5.00    1.76    1.00
ABAA0001    38.27    95.52     2.80    1    1    0    2
   59
     ABAA0001   0.0
     ABAC0001   1.6
     ABAC0002   4.8
     ABAC0003   2.4
     ABAD0001   2.9
     ABAI0001   0.1
     ABAI0003   0.2
     ABAS0001   0.1
     ABAT0001   0.8
     ABAT0002   0.1
     ABAT0003   2.9
     ABAU0001   0.1
     ABAU0002   0.0
     ABAB0001   0.5
     ABAE0003  21.6
     ABAF0001   6.1
     ABAF0002   8.9
     ABAF0003   0.4
     ABAG0002   0.0
     ABAG0003   0.8
     ABAH0001   0.1
     ABAH0002   0.5
     ABAJ0001   0.2
     ABAJ0002   3.1
     ABAK0002   2.5
     ABAL0002   3.5
     ABAM0002   4.2
     ABAM0003   1.0
     ABAN0001   0.4
     ABAN0002   0.9
     ABAO0001   0.5
     ABAO0002   1.5
     ABAP0001   0.1
     ABAP0002   0.4
     ABAQ0001  15.5
     ABAQ0002  25.7
     ABAR0001  62.4
ABAC0001    25.45    78.24     2.30    1    1    0    2
   50
     ABAA0001   5.1
     ABAC0001   0.0
     ABAC0002  66.3
     ABAC0003  31.8
     ABAD0001   4.2
     ABAI0001   0.4
     ABAI0003   0.1
     ABAS0001   6.1
     ABAT0001   8.3
     ABAT0002   1.1
     ABAT0003  18.4
     ABAU0001   0.0
     ABAU0002   0.0
     ABAB0001   1.9
     ABAE0003   2.8
     ABAF0001  30.4
     ABAF0002   3.4
     ABAF0003   0.0
     ABAG0002   0.4
     ABAG0003   0.3
     ABAH0001   0.0
     ABAH0002   0.1
     ABAJ0001   0.0
     ABAJ0002   4.4
     ABAK0002   1.6
     ABAL0002   1.3
     ABAM0002   9.4
     ABAM0003   0.5
     ABAN0001   0.0
     ABAN0002   5.4
     ABAO0001   8.5
     ABAO0002  13.5
     ABAP0001   0.8
     ABAP0002   1.5
     ABAQ0001  38.6
     ABAQ0002   9.8
     ABAR0001   5.5
ABAC0002    40.43    61.77     1.81    1    1    0    1
   43
     ABAA0001   5.5
     ABAC0001  58.7
     ABAC0002   0.0
     ABAC0003  46.1
     ABAD0001  13.2
     ABAI0001   0.0
     ABAI0003   0.0
     ABAS0001   0.0
     ABAT0001   0.0
     ABAT0002   1.0
     ABAT0003  11.6
     ABAU0001   0.1
     ABAU0002   0.0
     ABAB0001   0.0
     ABAE0003  24.9
     ABAF0001   3.3
     ABAF0002   3.7
     ABAF0003   0.0
     ABAG0002   0.1
     ABAG0003   0.0
     ABAH0001   0.0
     ABAH0002   0.3
     ABAJ0001   0.0
     ABAJ0002   5.6
     ABAK0002   5.4
     ABAL0002   6.6
     ABAM0002  15.2
     ABAM0003   0.1
     ABAN0001   0.0
     ABAN0002   6.4
     ABAO0001   0.0
     ABAO0002  14.4
     ABAP0001   0.1
     ABAP0002   2.2
     ABAQ0001  27.9
     ABAQ0002  29.7
     ABAR0001   8.6
ABAC0003    35.21    78.24     2.30    1    1    0    0
  102
     ABAA0001  10.2
     ABAC0001  50.4
     ABAC0002  50.0
     ABAC0003   0.0
     ABAD0001   1.5
     ABAI0001   0.0
     ABAI0003   0.0
     ABAS0001   0.4
     ABAT0001   0.0
     ABAT0002   0.0
     ABAT0003  35.5
     ABAU0001   0.1
     ABAU0002   0.2
     ABAB0001   0.0
     ABAE0003  32.1
     ABAF0001   5.2
     ABAF0002   0.4
     ABAF0003   0.1
     ABAG0002   0.0
     ABAG0003   0.1
     ABAH0001   0.0
     ABAH0002   0.1
     ABAJ0001   0.0
     ABAJ0002   1.9
     ABAK0002   5.4
     ABAL0002   8.8
     ABAM0002  18.1
     ABAM0003   2.9
     ABAN0001   0.0
     ABAN0002   1.0
     ABAO0001   0.0
     ABAO0002   2.0
     ABAP0001   0.0
     ABAP0002   0.1
     ABAQ0001  30.0
     ABAQ0002  17.7
     ABAR0001   4.3
ABAD0001    39.40  1427.42    41.87    8    8    0    0
    2   26   57   59   61   71   78  119
     ABAA0001   2.6
     ABAC0001   3.4
     ABAC0002   7.4
     ABAC0003   2.6
     ABAD0001   0.0
     ABAI0001   0.1
     ABAI0003   0.1
     ABAS0001  41.2
     ABAT0001   0.1
     ABAT0002   0.5
     ABAT0003   3.1
     ABAU0001   0.4
     ABAU0002   0.0
     ABAB0001   0.0
     ABAE0003   8.8
     ABAF0001   9.1
     ABAF0002   0.7
     ABAF0003   0.1
     ABAG0002   0.2
     ABAG0003   1.4
     ABAH0001  20.3
     ABAH0002   0.7
     ABAJ0001   0.0
     ABAJ0002   3.5
     ABAK0002   6.9
     ABAL0002  37.0
     ABAM0002   3.5
     ABAM0003  29.5
     ABAN0001   1.4
     ABAN0002  41.2
     ABAO0001   0.1
     ABAO0002   2.6
     ABAP0001   3.2
     ABAP0002  36.1
     ABAQ0001  17.8
     ABAQ0002   8.1
     ABAR0001   2.8
ABAI0001    22.34     3.68     0.11    1    1    0    2
   61
     ABAA0001   0.1
     ABAC0001   3.5
     ABAC0002   1.2
     ABAC0003   0.0
     ABAD0001   1.0
     ABAI0001   0.0
     ABAI0003  77.5
     ABAS0001   1.1
     ABAT0001   0.9
     ABAT0002   0.0
     ABAT0003   0.0
     ABAU0001   0.0
     ABAU0002   0.0
     ABAB0001   2.4
     ABAE0003   5.9
     ABAF0001   1.8
     ABAF0002   0.8
     ABAF0003   0.0
     ABAG0002   0.1
     ABAG0003   0.0
     ABAH0001   0.0
     ABAH0002   0.2
     ABAJ0001   0.0
     ABAJ0002   5.0
     ABAK0002   3.2
     ABAL0002   2.5
     ABAM0002   2.1
     ABAM0003   2.3
     ABAN0001   0.0
     ABAN0002   4.1
     ABAO0001   1.5
     ABAO0002   6.1
     ABAP0001   0.5
     ABAP0002   1.6
     ABAQ0001   4.7
     ABAQ0002   1.4
     ABAR0001   0.0
ABAI0003    13.97     5.83     0.17    1    1    0    0
   33
     ABAA0001   0.0
     ABAC0001   0.3
     ABAC0002   0.3
     ABAC0003   0.0
     ABAD0001   0.6
     ABAI0001  88.9
     ABAI0003   0.0
     ABAS0001   0.0
     ABAT0001   0.2
     ABAT0002   7.9
     ABAT0003   0.0
     ABAU0001   0.0
     ABAU0002   0.0
     ABAB0001   9.5
     ABAE0003   5.3
     ABAF0001   0.3
     ABAF0002   0.3
     ABAF0003   0.0
     ABAG0002   1.0
     ABAG0003   1.0
     ABAH0001   0.0
     ABAH0002   0.2
     ABAJ0001   0.0
     ABAJ0002   3.4
     ABAK0002   8.9
     ABAL0002   1.3
     ABAM0002   7.7
     ABAM0003   9.2
     ABAN0001   0.0
     ABAN0002   3.5
     ABAO0001   0.0
     ABAO0002   5.5
     ABAP0001   0.6
     ABAP0002   1.3
     ABAQ0001   0.8
     ABAQ0002   0.3
     ABAR0001   0.2
ABAS0001   112.79  1427.42    41.87    8    8    0    0
    2   26   57   59   61   71   78  119
     ABAA0001   0.1
     ABAC0001   0.5
     ABAC0002   0.1
     ABAC0003   0.2
     ABAD0001  12.5
     ABAI0001   0.0
     ABAI0003   0.0
     ABAS0001   0.0
     ABAT0001   0.1
     ABAT0002   0.0
     ABAT0003   4.8
