EDX cell sector AFP compatibility matrix
   40   13.00    5.00    1.76    1.00
ABAA0001    73.73    22.91     0.67    1    1    0    1
   74
     ABAA0001   0.0
     ABAB0001   9.8
     ABAD0001   0.1
     ABAD0002   0.2
     ABAE0001   0.2
     ABAE0002   0.1
     ABAF0001   0.0
     ABAH0001   9.4
     ABAH0002   0.0
     ABAI0001   0.0
     ABAI0002   0.3
     ABAK0001   2.1
     ABAK0002  20.9
     ABAL0001   0.8
     ABAM0001   0.2
     ABAM0002   0.3
     ABAO0001   3.4
     ABAP0001   0.1
     ABAP0002   2.0
     ABAP0003  27.3
     ABAR0001   0.0
     ABAY0001   0.0
     ABAY0002   0.5
     ABBA0001   0.2
     ABBA0002   1.0
     ABBB0002   0.3
     ABBD0001   0.0
     ABBD0002   0.0
     ABBE0001  36.8
     ABBI0001   0.3
     ABBL0001   0.1
     ABAC0001   0.0
     ABAC0002   0.1
     ABAG0003   3.0
     ABAJ0001   0.1
     ABAJ0002   0.5
     ABAN0001   0.0
     ABAN0002   0.7
     ABAT0001  27.9
     ABAT0002  17.1
ABAB0001   107.98   119.15     3.49    2    2    0    2
   16   23
     ABAA0001   0.9
     ABAB0001   0.0
     ABAD0001   2.5
     ABAD0002   4.6
     ABAE0001  10.8
     ABAE0002  13.5
     ABAF0001   2.0
     ABAH0001   9.6
     ABAH0002  12.2
     ABAI0001   0.6
     ABAI0002   2.1
     ABAK0001   0.5
     ABAK0002   1.5
     ABAL0001  24.1
     ABAM0001   7.0
     ABAM0002   5.2
     ABAO0001   0.5
     ABAP0001   0.5
     ABAP0002   3.4
     ABAP0003   1.0
     ABAR0001  10.4
     ABAY0001   0.0
     ABAY0002   5.9
     ABBA0001   1.0
     ABBA0002   0.9
     ABBB0002   4.9
     ABBD0001   5.8
     ABBD0002   5.2
     ABBE0001   2.1
     ABBI0001   4.0
     ABBL0001   2.5
     ABAC0001   0.6
     ABAC0002   6.0
     ABAG0003   5.4
     ABAJ0001   0.3
     ABAJ0002   5.1
     ABAN0001   0.3
     ABAN0002   3.3
     ABAT0001   0.7
     ABAT0002   0.3
ABAD0001    37.19    31.60     0.93    1    1    0    1
   43
     ABAA0001   0.8
     ABAB0001  41.3
     ABAD0001   0.0
     ABAD0002  24.7
     ABAE0001  67.6
     ABAE0002   0.0
     ABAF0001   0.0
     ABAH0001  36.2
     ABAH0002   0.0
     ABAI0001   0.0
     ABAI0002   3.5
     ABAK0001   0.6
     ABAK0002   0.4
     ABAL0001   5.5
     ABAM0001  49.8
     ABAM0002   0.1
     ABAO0001   0.0
     ABAP0001   0.1
     ABAP0002   4.1
     ABAP0003   0.0
     ABAR0001   1.5
     ABAY0001   0.0
     ABAY0002  20.0
     ABBA0001   1.5
     ABBA0002   0.0
     ABBB0002   5.1
     ABBD0001   0.0
     ABBD0002   0.0
     ABBE0001   0.0
     ABBI0001   0.0
     ABBL0001  10.3
     ABAC0001   0.3
     ABAC0002   8.3
     ABAG0003   1.8
     ABAJ0001   0.1
     ABAJ0002  10.2
     ABAN0001   0.0
     ABAN0002   8.0
     ABAT0001   0.1
     ABAT0002   0.0
ABAD0002    35.62    80.49     2.36    1    1    0    0
   81
     ABAA0001   0.3
     ABAB0001  20.9
     ABAD0001  26.0
     ABAD0002   0.0
     ABAE0001  36.6
     ABAE0002  12.8
     ABAF0001   0.1
     ABAH0001   4.5
     ABAH0002   0.5
     ABAI0001   0.0
     ABAI0002   3.8
     ABAK0001   0.1
     ABAK0002   1.6
     ABAL0001  12.6
     ABAM0001   7.4
     ABAM0002  14.8
     ABAO0001   0.0
     ABAP0001   0.0
     ABAP0002   9.1
     ABAP0003   0.0
     ABAR0001   0.3
     ABAY0001   0.0
     ABAY0002  21.4
     ABBA0001   3.4
     ABBA0002   1.5
     ABBB0002   5.2
     ABBD0001   0.2
     ABBD0002   0.1
     ABBE0001   0.5
     ABBI0001   0.5
     ABBL0001   0.1
     ABAC0001   0.0
     ABAC0002  11.4
     ABAG0003   4.9
     ABAJ0001   0.0
     ABAJ0002  16.7
     ABAN0001   0.0
     ABAN0002  14.2
     ABAT0001   0.0
     ABAT0002   0.0
ABAE0001    61.79   105.55     3.10    2    2    0    0
  105  109
     ABAA0001   0.4
     ABAB0001  52.5
     ABAD0001  30.6
     ABAD0002  24.8
     ABAE0001   0.0
     ABAE0002   9.7
     ABAF0001   0.0
     ABAH0001  36.7
     ABAH0002   0.0
     ABAI0001   0.0
     ABAI0002   1.7
     ABAK0001   0.2
     ABAK0002   0.3
     ABAL0001  20.4
     ABAM0001  33.4
     ABAM0002   4.2
     ABAO0001   0.3
     ABAP0001   0.1
     ABAP0002   3.5
     ABAP0003   0.0
     ABAR0001   0.8
     ABAY0001   0.3
     ABAY0002  21.8
     ABBA0001   1.0
     ABBA0002   0.3
     ABBB0002   6.4
     ABBD0001   0.4
     ABBD0002   0.0
     ABBE0001   0.0
     ABBI0001   0.0
     ABBL0001   9.0
     ABAC0001   0.3
     ABAC0002  19.3
     ABAG0003   6.5
     ABAJ0001   0.1
     ABAJ0002  17.9
     ABAN0001   0.0
     ABAN0002   7.6
     ABAT0001   0.3
     ABAT0002   0.0
ABAE0002    49.84    41.52     1.22    1    1    0    0
   95
     ABAA0001   0.0
     ABAB0001  18.6
     ABAD0001   0.0
     ABAD0002  18.6
     ABAE0001   9.7
     ABAE0002   0.0
     ABAF0001   0.4
     ABAH0001   8.5
     ABAH0002   4.1
     ABAI0001   0.0
     ABAI0002   1.9
     ABAK0001   0.1
     ABAK0002   3.8
     ABAL0001  42.8
     ABAM0001   0.1
     ABAM0002   6.6
     ABAO0001   0.0
     ABAP0001   0.0
     ABAP0002   7.6
     ABAP0003   0.0
     ABAR0001   3.0
     ABAY0001   0.0
     ABAY0002  12.6
     ABBA0001   1.2
     ABBA0002   0.9
     ABBB0002   2.0
     ABBD0001   0.6
     ABBD0002   0.1
     ABBE0001   1.1
     ABBI0001   2.8
     ABBL0001   0.0
     ABAC0001   0.0
     ABAC0002   6.5
     ABAG0003   0.3
     ABAJ0001   0.0
     ABAJ0002   8.2
     ABAN0001   0.0
     ABAN0002   8.8
     ABAT0001   0.0
     ABAT0002   0.0
ABAF0001    28.28    11.45     0.34    1    1    0    1
   83
     ABAA0001   0.0
     ABAB0001   6.8
     ABAD0001   0.0
     ABAD0002   0.2
     ABAE0001   0.0
     ABAE0002   0.7
     ABAF0001   0.0
     ABAH0001   2.1
     ABAH0002   9.8
     ABAI0001   0.0
     ABAI0002   0.0
     ABAK0001   0.0
     ABAK0002   0.2
     ABAL0001   5.5
     ABAM0001   0.0
     ABAM0002   0.0
     ABAO0001   0.0
     ABAP0001   0.0
     ABAP0002   0.7
     ABAP0003   0.0
     ABAR0001  36.2
     ABAY0001   0.0
     ABAY0002   0.0
     ABBA0001   0.0
     ABBA0002   0.0
     ABBB0002   0.1
     ABBD0001   5.1
     ABBD0002  17.1
     ABBE0001   1.6
     ABBI0001   5.8
     ABBL0001   0.0
     ABAC0001   0.0
     ABAC0002   0.2
     ABAG0003   0.0
     ABAJ0001   0.0
     ABAJ0002   0.2
     ABAN0001   0.0
     ABAN0002   0.2
     ABAT0001   0.0
     ABAT0002   0.0
ABAH0001    77.99   228.38     6.70    2    2    0    2
   81   98
     ABAA0001   4.1
     ABAB0001  32.8
     ABAD0001   4.0
     ABAD0002   1.0
     ABAE0001  16.6
     ABAE0002   2.0
     ABAF0001   2.0
     ABAH0001   0.0
     ABAH0002  10.1
     ABAI0001   0.7
     ABAI0002   0.6
     ABAK0001   4.0
     ABAK0002   4.8
     ABAL0001  37.2
     ABAM0001   9.7
     ABAM0002   0.5
     ABAO0001   7.8
     ABAP0001   4.3
     ABAP0002  13.2
     ABAP0003   3.1
     ABAR0001   4.7
     ABAY0001   1.0
     ABAY0002  21.2
     ABBA0001   1.4
     ABBA0002   2.7
     ABBB0002   8.4
     ABBD0001   4.7
     ABBD0002   0.0
     ABBE0001  14.3
     ABBI0001   3.5
     ABBL0001   4.1
     ABAC0001   0.9
     ABAC0002  17.1
     ABAG0003  10.8
     ABAJ0001   1.2
     ABAJ0002  19.7
     ABAN0001   2.4
     ABAN0002  11.8
     ABAT0001   3.5
     ABAT0002   2.4
ABAH0002    64.64   135.31     3.97    2    2    0    1
    2   50
     ABAA0001   0.3
     ABAB0001  18.9
     ABAD0001   0.0
     ABAD0002   0.1
     ABAE0001   0.0
     ABAE0002   0.9
     ABAF0001   3.0
     ABAH0001  14.5
     ABAH0002   0.0
     ABAI0001   0.0
     ABAI0002   0.2
     ABAK0001   0.0
     ABAK0002   3.8
     ABAL0001  22.5
     ABAM0001   0.0
     ABAM0002   0.1
     ABAO0001   0.1
     ABAP0001   0.0
     ABAP0002   0.5
     ABAP0003   0.4
     ABAR0001   6.6
     ABAY0001   0.0
     ABAY0002   0.7
     ABBA0001   0.0
     ABBA0002   0.1
     ABBB0002   0.2
     ABBD0001   7.7
     ABBD0002  12.6
     ABBE0001   7.9
     ABBI0001  41.1
     ABBL0001   0.0
     ABAC0001   0.0
     ABAC0002   0.8
     ABAG0003   0.0
     ABAJ0001   0.0
     ABAJ0002   0.8
     ABAN0001   0.0
     ABAN0002   0.3
     ABAT0001   0.0
     ABAT0002   2.7
ABAI0001    29.79    83.05     2.44    1    1    0    2
   33
     ABAA0001   0.0
     ABAB0001  17.7
     ABAD0001   0.0
     ABAD0002   0.0
     ABAE0001   4.6
     ABAE0002   0.0
     ABAF0001   0.0
     ABAH0001  10.7
     ABAH0002   0.0
     ABAI0001   0.0
     ABAI0002  22.1
     ABAK0001   0.1
     ABAK0002   0.0
     ABAL0001   0.2
     ABAM0001  23.2
     ABAM0002   0.0
     ABAO0001   0.2
     ABAP0001   0.0
     ABAP0002   0.2
     ABAP0003   0.0
     ABAR0001   1.3
     ABAY0001   0.2
     ABAY0002   0.5
     ABBA0001   1.8
     ABBA0002   0.0
     ABBB0002   0.0
     ABBD0001   0.0
     ABBD0002   0.0
     ABBE0001   0.0
     ABBI0001   0.0
     ABBL0001  54.2
     ABAC0001  28.5
     ABAC0002  40.9
     ABAG0003  70.5
     ABAJ0001   2.5
